dataset,method,predictor,impute,missing_type,missing_rate,seq_len,pred_len,seed,mse,mae,impute_mse,n_params,peak_mem_mb,train_time_sec,best_val_mse
Traffic,simple,PatchTST,linear,continuous_segment,0.3,96,336,2026,0.5896143178864727,0.34700055595458024,2.2491510361198364,787946,6270.15576171875,37.376697301864624,0.47699521947192675
ETTm1,misstsm,iTransformer,none,variable_channel,0.1,336,336,2026,0.7003068378262611,0.6129268848315168,1.0933259589734972,412382,177.267578125,2.1004581451416016,0.8521704276438318
ExchangeRate,crib,iTransformer,none,variable_channel,0.1,96,96,2024,0.4647919823614399,0.37676910336097974,3.3087795718332353,310768,125.38232421875,0.4338064193725586,0.8523688654374573
ExchangeRate,simple,iTransformer,linear,mixed,0.3,96,720,2025,1.061024510860443,0.766344575881958,1.809523916244507,382936,33.828125,0.7476112842559814,1.9482767154008915
Electricity,simple,DLinear,linear,random_point,0.3,96,96,2024,0.20783982642365537,0.2922483157760889,0.12612295306343763,18945,102.46240234375,3.604585886001587,0.18546095402283075
Traffic,simple,iTransformer,linear,random_point,0.3,96,96,2026,0.4380857073894182,0.3022228691972367,0.34567355472338146,303294,4968.45263671875,4.277746200561523,0.3975420969663577
Weather,simple,iTransformer,linear,continuous_segment,0.1,96,336,2024,0.2795926621823495,0.29880250531747493,0.11444312732471432,333413,45.0908203125,8.339079856872559,0.5859197953426746
ETTm1,crib,iTransformer,none,mixed,0.1,96,96,2025,0.48091891818286553,0.45060723359005717,1.1129605402936038,310382,125.27197265625,2.41263484954834,0.5636312713716953
Electricity,saits,DLinear,none,continuous_segment,0.1,96,336,2025,0.20875166898231515,0.3004001155208327,0.3083895090593149,2113607,471.12158203125,8.151212215423584,0.18261300359156657
ETTm1,saits,iTransformer,none,variable_channel,0.3,96,720,2024,43052.05057402093,49.85222713956788,157262.95527757847,1711349,217.3779296875,4.585671901702881,38800.2659794232
Weather,simple,iTransformer,linear,continuous_segment,0.1,96,96,2024,0.17295277707025503,0.21498904491851864,0.11297945481466014,302453,39.9755859375,8.042010068893433,0.4155985427999478
ExchangeRate,simple,iTransformer,linear,mixed,0.3,336,96,2026,0.48914679047766696,0.3915324077177583,1.4192314690418457,363880,31.82421875,3.511176824569702,0.9296593759574142
ETTm1,simple,iTransformer,linear,variable_channel,0.1,336,192,2024,0.4609530694603194,0.4458222397849633,1.1048067204581218,376263,32.7841796875,22.162230730056763,0.6432790684330673
Traffic,crib,iTransformer,none,random_point,0.1,96,96,2024,0.6112542089571192,0.3533809428682788,1.4799538821811034,640412,304.03515625,3.134006977081299,0.46649586572353924
ExchangeRate,simple,iTransformer,linear,variable_channel,0.1,336,96,2024,0.4606419677814741,0.37233939599455074,3.667328332247359,363880,31.82421875,3.2261159420013428,0.8727138197080402
Traffic,simple,DLinear,linear,random_point,0.3,96,96,2024,0.6807778256529421,0.4149529774052856,0.3453736704819199,19486,243.91943359375,3.985490560531616,0.5737852254066215
ExchangeRate,simple,iTransformer,linear,mixed,0.1,336,336,2024,0.7184378029526891,0.5820713824517018,2.593201247421471,394840,33.64453125,2.773117780685425,1.0510952297959204
Traffic,coifnet,iTransformer,none,random_point,0.3,96,336,2026,0.6544853564885658,0.3634215683824434,2.528920371363482,840172,858.2666015625,4.317839622497559,0.47891418626394133
ETTm1,simple,iTransformer,linear,mixed,0.1,96,192,2024,0.4917462682464094,0.45578606905094554,0.7947619044382981,314823,29.8544921875,9.165405750274658,0.6625627780704573
ETTm1,crib,iTransformer,none,mixed,0.1,336,96,2024,0.44465615039320433,0.43717040770163423,1.1055934843088395,333422,810.87353515625,2.9668636322021484,0.5626539878772177
ExchangeRate,misstsm,iTransformer,none,mixed,0.3,336,192,2026,1.213248280157526,0.8611337564077722,3.884290061801313,393872,198.34765625,0.5140721797943115,1.7317119712762312
Weather,coifnet,iTransformer,none,random_point,0.1,96,336,2026,0.2715217857136556,0.2996560829401834,0.15945843085829153,515546,255.0625,1.803056001663208,0.5605718492374374
ETTh1,simple,iTransformer,linear,random_point,0.3,96,96,2026,0.4043779054064725,0.4206465616046419,0.13458382875342556,302439,28.560546875,2.234846591949463,0.6894689962187618
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.3,336,96,2024,0.8544488830512829,0.5471828325410907,3.7036810095390575,510528,250.2958984375,0.38813233375549316,1.537419959250978
Electricity,saits,iTransformer,none,random_point,0.3,96,336,2026,0.17926115856128072,0.28321129859086586,0.2927314121921091,2381815,1153.63330078125,2.8253555297851562,0.1602133448607002
Weather,saits,PatchTST,none,random_point,0.1,96,336,2025,0.2619070641729307,0.30567005976107353,7.032492630859031,2137525,379.7783203125,2.63822865486145,0.5552321552360497
ETTm1,saits,iTransformer,none,mixed,0.1,336,336,2025,0.5498101471895398,0.5019694662115433,1.3808539598820515,1724933,1044.29541015625,5.688159227371216,0.90569467020184
ETTm1,misstsm,iTransformer,none,variable_channel,0.3,336,192,2026,0.6946304388412027,0.5971221053355137,1.1106552220377879,393806,176.439453125,2.134268283843994,0.8638427124638792
ExchangeRate,saits,iTransformer,none,mixed,0.1,96,336,2024,0.5194289764842471,0.5225274828640191,2.1719668829763257,1663480,214.13623046875,0.49300646781921387,1.2338882439525416
ETTm1,saits,iTransformer,none,mixed,0.1,96,336,2024,0.5173297136875471,0.4780987131206596,0.6903027934637995,1661813,213.89892578125,4.043137311935425,0.716225258345896
Electricity,saits,iTransformer,none,random_point,0.3,96,96,2026,0.1586747447272807,0.2625743948285114,0.3135070546535775,2350855,1113.80859375,2.1164658069610596,0.13479749178275083
ExchangeRate,saits,iTransformer,none,mixed,0.3,96,720,2026,0.8936455202102661,0.7293751239776611,2.4363058042526244,1713016,216.79296875,0.35996031761169434,2.5930345486371946
Electricity,misstsm,iTransformer,none,random_point,0.3,96,96,2025,0.17783306589527104,0.29024082128097684,1.0035739156570938,340706,1800.50390625,4.381504535675049,0.14848353980325854
ETTh1,crib,iTransformer,none,continuous_segment,0.1,96,96,2026,0.4300026306237096,0.4318294589780605,1.08980429596276,310382,125.24853515625,0.6053376197814941,0.7221306131065854
ExchangeRate,saits,iTransformer,none,variable_channel,0.1,336,192,2025,140608564.8192771,3196.079401590738,1199354719.6144578,1708264,1044.21826171875,0.4873616695404053,143680965.07936507
ETTh1,saits,iTransformer,none,continuous_segment,0.3,96,336,2024,0.5483027070350872,0.5111889563749722,1.6495248706495365,1661813,225.140625,0.888664960861206,1.1568655323185948
ETTm1,coifnet,iTransformer,none,variable_channel,0.1,336,336,2024,0.5006010504455294,0.464770599556225,1.1046561848866816,806062,402.9580078125,1.8111512660980225,0.8130992362901042
ETTm1,baseline,iTransformer,none,none,0.0,96,336,2024,0.4294974819911501,0.42426648210296153,0.0,333399,30.92822265625,1.730104684829712,0.6497555058930781
Traffic,saits,PatchTST,none,continuous_segment,0.1,96,336,2025,0.5348518071212168,0.3149514063136784,0.5699498606291343,5001130,6794.31640625,12.88544249534607,0.4346551149138437
ExchangeRate,misstsm,iTransformer,none,variable_channel,0.1,96,720,2026,1.638550820350647,1.0104778695106507,4.637706661224366,400544,74.779296875,0.3172140121459961,4.022474924723308
Weather,simple,DLinear,linear,continuous_segment,0.1,96,96,2026,0.20502111805632334,0.26757008793138326,0.11414110827361813,18645,22.19189453125,7.376073837280273,0.47062939956098804
ETTh1,misstsm,iTransformer,none,random_point,0.1,96,96,2026,0.4682732165608843,0.4867734590595458,1.1154913728926297,319982,66.13671875,0.6601495742797852,0.7649326184600646
Electricity,saits,iTransformer,none,random_point,0.1,96,96,2025,0.15222157226763314,0.24989276885617187,0.3765206957361743,2350855,1113.80859375,2.0207784175872803,0.13168602097904422
Weather,simple,iTransformer,linear,random_point,0.1,96,96,2026,0.17670266143210828,0.21973913356183875,0.03901980845315597,302453,39.9755859375,7.35792088508606,0.4154656204331276
ExchangeRate,crib,iTransformer,none,variable_channel,0.3,96,96,2024,0.8425036233462645,0.5278501684746045,3.3705837592649996,310768,125.38232421875,0.4380056858062744,1.5477147167084984
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.3,336,96,2025,0.8926181150286385,0.5578767161690787,3.8474771119235607,510528,250.2958984375,0.3476753234863281,1.5402456775509934
Weather,baseline,DLinear,none,none,0.0,96,96,2026,0.20345336383127494,0.26692945038433447,0.0,18645,21.15380859375,1.4230635166168213,0.46362763848321337
Traffic,saits,iTransformer,none,continuous_segment,0.1,96,336,2025,0.46601655584620677,0.3085747259245144,0.5815679295607439,4547438,5580.2529296875,12.868812084197998,0.40102046807943054
Weather,simple,iTransformer,linear,random_point,0.1,96,336,2025,0.27601338782069845,0.29745666236634466,0.03928758446556105,333413,45.0908203125,8.305311441421509,0.5805435316930863
ExchangeRate,coifnet,iTransformer,none,mixed,0.1,336,96,2025,0.536467734682426,0.4394439874070414,2.4876796208070906,510528,250.2958984375,0.4964420795440674,0.8703060121378028
Weather,simple,iTransformer,linear,random_point,0.1,96,96,2024,0.1755801031154671,0.21638697612336974,0.039214713379469655,302453,39.9755859375,7.485702753067017,0.42139560299856027
ExchangeRate,crib,iTransformer,none,mixed,0.3,336,720,2026,2.345447187423706,1.0944411730766297,4.908595142364502,544096,816.48388671875,0.3963744640350342,2.11253853333302
Traffic,simple,PatchTST,linear,random_point,0.1,96,96,2026,0.5075436435716218,0.2954232866558114,0.2580814475021809,419066,6139.841796875,6.666587591171265,0.41576471639153756
Weather,simple,PatchTST,linear,random_point,0.1,96,336,2024,0.2660174086069372,0.294356580320262,0.039512532096336074,785423,184.263671875,7.582704782485962,0.5458663278593435
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.3,336,336,2024,1.1099505110366925,0.7477652776885677,4.153591726277326,806448,403.291015625,0.3461933135986328,1.9359376379784117
ExchangeRate,coifnet,iTransformer,none,mixed,0.1,96,192,2026,0.5711451194372522,0.4698405445340168,2.147434063704617,388272,168.7548828125,0.3823239803314209,0.9860011677683136
Electricity,saits,DLinear,none,random_point,0.3,96,96,2026,0.18445765277692006,0.28522992461706376,0.4249435156231949,2067047,405.298828125,3.2377116680145264,0.15226010749561075
Weather,saits,PatchTST,none,random_point,0.3,96,336,2026,0.2671895453417085,0.31327617356498005,0.868875250350255,2137525,379.7783203125,2.7338788509368896,0.5478125695134639
ETTm1,simple,iTransformer,linear,variable_channel,0.3,96,720,2026,0.6636685004180013,0.5542296579221633,1.1113230605863131,382935,34.6103515625,7.6394734382629395,1.1123328297659816
Weather,simple,iTransformer,linear,continuous_segment,0.3,96,336,2026,0.2885036768719357,0.30440408088949483,0.13118531081619245,333413,45.0908203125,7.6313252449035645,0.5982919578422744
ETTm1,saits,iTransformer,none,variable_channel,0.1,336,192,2025,72531184.72787839,1359.4739053771063,553569232.0724205,1706357,1043.55517578125,3.1642556190490723,74666598.83939254
ETTh1,crib,iTransformer,none,continuous_segment,0.3,96,96,2024,0.46775384531414915,0.4498009521400479,1.1248870691555406,310382,125.24853515625,0.833280086517334,0.7543776072762385
Weather,simple,DLinear,linear,random_point,0.3,96,336,2026,0.292366625455476,0.34659137501546067,0.04620985684150694,65205,27.1083984375,6.781352519989014,0.5842205471580793
Weather,coifnet,iTransformer,none,continuous_segment,0.3,96,96,2025,0.16246588237551537,0.20990315749349636,0.25417468864033815,334826,121.61328125,4.720640420913696,0.4045557284797533
ExchangeRate,saits,iTransformer,none,variable_channel,0.1,96,336,2025,0.5674928305922328,0.5311759243140349,2.9436567280743575,1663480,214.13623046875,0.47285008430480957,0.6874572785469939
ExchangeRate,crib,iTransformer,none,mixed,0.3,96,192,2026,0.5692679314728243,0.46719262614307633,3.4914070755602364,320080,124.9892578125,0.3840973377227783,0.9923388432363144
ETTh1,coifnet,iTransformer,none,continuous_segment,0.3,96,336,2024,0.5272057018017722,0.4773110777549519,1.0855918621970067,510142,248.603515625,0.7789812088012695,1.3553978378505744
ETTm1,simple,iTransformer,linear,variable_channel,0.3,336,192,2025,0.5714826910217333,0.504491340783638,1.1180243558470764,376263,32.7841796875,25.233687162399292,0.7811738524014789
Traffic,misstsm,iTransformer,none,random_point,0.3,96,336,2026,0.6971123612771822,0.3937857724737933,1.4979050461701522,407372,7707.30517578125,5.818442344665527,0.5132272900452993
Traffic,simple,DLinear,linear,random_point,0.3,96,336,2025,0.6349038397421048,0.3917927263665387,0.3514734196662903,66046,370.4775390625,4.554484605789185,0.5210788023144196
Electricity,saits,iTransformer,none,random_point,0.1,96,336,2025,0.17880160566128267,0.2773281973855646,0.3258525077605165,2381815,1153.63330078125,2.8706729412078857,0.16334299771094893
ExchangeRate,misstsm,iTransformer,none,variable_channel,0.1,336,720,2025,2.804453854560852,1.3607240152359008,4.81262321472168,461984,201.3203125,0.33884143829345703,6.30287366035657
Weather,simple,PatchTST,linear,random_point,0.3,96,96,2026,0.16563738197045444,0.21839902513959636,0.04597656500127653,416543,177.142578125,8.094586372375488,0.39725007308603116
ExchangeRate,coifnet,iTransformer,none,mixed,0.3,336,336,2026,0.835005209252641,0.661504719708417,1.7199918676067043,806448,403.291015625,0.530318021774292,1.5266527081212253
Electricity,crib,iTransformer,none,random_point,0.1,96,96,2026,0.16763568658166128,0.2726174702098943,1.003597822437578,431586,191.3603515625,2.270968437194824,0.13556078820538944
Electricity,simple,iTransformer,linear,continuous_segment,0.1,96,96,2024,0.16377905080967678,0.25619229731440707,1.3185248794605497,302753,811.00146484375,7.8461081981658936,0.1437499730074429
Weather,saits,iTransformer,none,continuous_segment,0.3,96,336,2026,0.28593751392429917,0.3256653633846599,0.5509811124633422,1685515,244.650390625,4.826258659362793,0.5739890522545148
ETTm1,baseline,iTransformer,none,none,0.0,96,96,2025,0.33835318231869577,0.36954497969124456,0.0,302439,29.13720703125,2.376319169998169,0.3942961866798234
Electricity,coifnet,iTransformer,none,random_point,0.1,96,96,2025,0.1774936607826695,0.2816794638894895,1.57350328029967,450626,226.423828125,2.2790255546569824,0.14459675430546146
Traffic,baseline,PatchTST,none,none,0.0,96,336,2025,0.5251241397106742,0.30248292337252397,0.0,787946,6269.2802734375,7.444989919662476,0.42302302494277577
ETTm1,saits,iTransformer,none,mixed,0.3,336,192,2025,0.43826338452814706,0.45755487504183473,0.697843128010816,1706357,1043.55517578125,4.687026500701904,0.5890995820877211
ETTm1,crib,iTransformer,none,variable_channel,0.3,96,720,2026,0.6671360111404333,0.5551695824110908,1.1113230605863131,370910,145.38134765625,2.5104293823242188,1.108007629429143
ETTm1,saits,iTransformer,none,variable_channel,0.1,336,96,2025,7660105739.472385,24073.517866777216,136722945947.52701,1693973,1043.06103515625,5.519869565963745,7651165358.502933
Traffic,saits,DLinear,none,random_point,0.3,96,96,2025,0.5754668707728909,0.3560238598031844,1.2891986648299858,4232670,745.8544921875,3.068899154663086,0.4687807710864876
ETTm1,simple,iTransformer,linear,mixed,0.3,96,336,2026,0.5659333721462723,0.4961728868070968,0.5911318762152121,333399,30.9287109375,9.075307607650757,0.7746825865352053
ExchangeRate,coifnet,iTransformer,none,mixed,0.3,96,336,2025,0.7127106109180966,0.5723032822480073,1.4289225952045337,510528,248.8896484375,0.40026140213012695,1.1147137905688995
Traffic,saits,DLinear,none,continuous_segment,0.1,96,336,2025,0.6115787962665709,0.3742126949941079,0.5774188446435403,4279230,924.08349609375,13.056429147720337,0.49839444425931023
ETTm1,coifnet,iTransformer,none,mixed,0.1,96,96,2025,0.47545087445486556,0.44787480620117104,1.2015739628731292,329422,118.916015625,2.3257951736450195,0.5565367689122256
Weather,saits,DLinear,none,continuous_segment,0.3,96,336,2025,0.271341446507859,0.32332242515261184,0.306246759963351,1417307,228.0263671875,4.873117923736572,0.5626099256547202
ExchangeRate,saits,iTransformer,none,variable_channel,0.1,96,336,2024,0.5990340983545458,0.5392443706860414,3.201816853639242,1663480,214.13623046875,0.4581623077392578,0.9566683803044312
Weather,simple,PatchTST,linear,continuous_segment,0.3,96,96,2026,0.16741041112824911,0.21504425167067306,0.13006436740770017,416543,177.142578125,8.217630386352539,0.40384439082048
ETTh1,saits,iTransformer,none,random_point,0.1,96,96,2026,0.40022576959599715,0.4214413716185243,0.8547773846175983,1630853,223.61328125,0.8339173793792725,0.6674480274185886
Electricity,simple,PatchTST,linear,random_point,0.3,96,336,2025,0.19058169765987285,0.28451035311625167,0.12556568680923513,786323,2402.1484375,6.580689907073975,0.16529545285343344
ETTm1,misstsm,iTransformer,none,variable_channel,0.3,96,336,2025,0.8299983948429195,0.6590139832409248,1.1165735845646796,350942,67.552734375,2.27780818939209,0.9077328786393815
